"color","cut","clarity","price","city","depth","carat","table","x","y","z"
F,Ideal,VS2,1026,Paris,62.2,0.38,57.0,4.63,4.6,2.87
I,Premium,VS2,5006,New York City,62.2,1.2,61.0,6.74,6.73,4.19
G,Premium,VS2,1381,Kimberly,61.1,0.51,58.0,5.17,5.2,3.17
F,Ideal,SI2,4319,Surat,62.4,1.02,57.0,6.4,6.43,4.0
I,Ideal,VVS2,13247,Kimberly,61.7,1.7,57.0,7.67,7.62,4.71
I,Ideal,VS2,2390,Zurich,62.3,0.7,54.0,5.67,5.72,3.55
D,Very Good,VS2,939,Zurich,61.7,0.41,54.0,4.77,4.82,2.96
G,Very Good,VS1,2309,Zurich,59.9,0.67,57.4,5.69,5.75,3.42
E,Premium,VS2,6335,Madrid,60.2,1.01,58.0,6.56,6.52,3.94
H,Premium,SI2,3920,Tel Aviv,61.3,1.0,58.0,6.45,6.41,3.94
H,Ideal,SI1,465,New York City,62.1,0.3,56.0,4.3,4.32,2.67
G,Very Good,VS1,666,Antwerp,59.7,0.33,61.0,4.44,4.47,2.66
G,Premium,SI2,574,Kimberly,62.8,0.34,58.0,4.46,4.43,2.79
I,Premium,VS2,15559,Luxembourg,59.3,2.14,59.0,8.43,8.39,5.0
G,Very Good,SI1,4413,Kimberly,62.6,1.0,57.0,6.31,6.37,3.97
G,Fair,VVS2,3323,London,64.8,0.81,56.2,5.82,5.98,3.82
G,Ideal,VS2,6295,Tel Aviv,62.0,1.01,57.0,6.4,6.44,3.98
H,Ideal,SI2,4368,Las Vegas,61.1,1.2,57.0,6.9,6.81,4.19
E,Premium,SI2,18291,Amsterdam,61.5,2.14,58.0,8.31,8.24,5.09
E,Good,IF,512,Paris,65.6,0.25,54.0,3.91,3.95,2.58
H,Ideal,VS2,7424,Las Vegas,61.7,1.26,56.0,6.95,6.89,4.27
F,Premium,SI1,6659,Madrid,60.0,1.21,60.0,6.96,6.91,4.16
E,Premium,VS2,971,Luxembourg,60.2,0.37,58.0,4.68,4.65,2.81
G,Good,VS1,605,New York City,63.8,0.3,55.0,4.25,4.28,2.72
F,Premium,SI2,6092,London,59.0,1.21,60.0,6.99,6.94,4.11
E,Premium,VS2,928,Tel Aviv,60.6,0.33,60.0,4.48,4.43,2.7
F,Ideal,VS2,1107,Amsterdam,60.0,0.41,56.0,4.88,4.82,2.91
I,Premium,SI1,4314,Amsterdam,60.7,1.07,61.0,6.6,6.55,3.99
H,Premium,VS1,4234,London,62.4,0.9,58.0,6.19,6.15,3.85
D,Ideal,VS2,4029,Madrid,61.2,0.71,57.0,5.72,5.76,3.51
G,Ideal,SI1,1084,Surat,60.1,0.4,56.0,4.8,4.85,2.9
G,Premium,VVS1,1114,Tel Aviv,60.9,0.33,58.0,4.47,4.43,2.71
H,Very Good,VS1,11161,Paris,61.8,1.51,59.0,7.27,7.32,4.51
G,Ideal,VVS2,525,Zurich,62.0,0.25,54.0,4.05,4.08,2.52
D,Premium,SI2,3848,Surat,62.7,0.91,59.0,6.17,6.21,3.88
G,Ideal,VVS1,2063,Luxembourg,61.6,0.52,55.0,5.14,5.18,3.18
G,Good,VVS1,986,Luxembourg,61.0,0.41,61.0,4.77,4.8,2.92
E,Ideal,VVS2,755,Madrid,62.5,0.31,54.0,4.34,4.37,2.72
E,Premium,VS2,367,Surat,59.7,0.2,62.0,3.84,3.8,2.28
I,Very Good,SI2,480,Amsterdam,63.4,0.32,56.0,4.37,4.34,2.76
D,Premium,VS2,687,Luxembourg,59.3,0.34,59.0,4.55,4.59,2.71
E,Ideal,VVS2,947,New York City,61.8,0.38,56.0,4.67,4.72,2.9
F,Good,SI1,984,Kimberly,63.7,0.43,57.0,4.79,4.73,3.04
D,Ideal,SI1,452,Surat,61.5,0.25,55.0,4.09,4.14,2.52
I,Very Good,VS1,3484,London,63.5,0.9,57.0,6.06,6.03,3.84
E,Very Good,VS2,1641,Antwerp,63.0,0.52,58.0,5.07,5.12,3.21
E,Premium,VS2,2815,Antwerp,58.3,0.72,58.0,5.99,5.92,3.47
F,Very Good,SI2,2667,Tel Aviv,60.1,0.77,56.0,5.94,5.97,3.58
E,Good,SI1,4443,Las Vegas,63.1,1.02,57.0,6.37,6.43,4.04
F,Ideal,VVS2,12734,Antwerp,62.4,1.3,57.0,6.97,6.9,4.33
F,Premium,VVS2,945,Zurich,62.5,0.36,56.0,4.6,4.52,2.85
E,Ideal,SI1,12646,Las Vegas,62.3,1.55,56.0,7.43,7.37,4.61
E,Ideal,VVS2,1334,New York City,60.7,0.44,57.0,4.92,4.9,2.98
E,Ideal,VS2,14529,Zurich,62.0,1.54,56.0,7.46,7.43,4.61
I,Premium,SI1,3782,Dubai,62.8,1.01,58.0,6.4,6.34,4.0
I,Ideal,SI2,4163,Kimberly,60.9,1.05,57.0,6.55,6.62,4.01
I,Ideal,VS1,518,Kimberly,62.2,0.3,56.0,4.27,4.31,2.67
J,Premium,VS2,5815,Surat,60.5,1.29,58.0,7.07,6.99,4.25
G,Very Good,VS1,4879,Amsterdam,62.1,0.93,59.0,6.16,6.21,3.84
H,Good,VVS2,823,Madrid,59.1,0.4,61.0,4.79,4.82,2.84
G,Ideal,VS2,6040,Antwerp,62.2,1.07,57.0,6.55,6.5,4.06
F,Ideal,VS2,6479,Tel Aviv,62.7,1.02,54.0,6.42,6.5,4.05
G,Ideal,VS1,1837,Paris,62.3,0.57,53.7,5.32,5.35,3.32
G,Premium,SI1,5088,Luxembourg,59.6,1.0,60.0,6.49,6.43,3.85
F,Premium,SI2,18320,Antwerp,61.7,2.02,58.0,8.11,8.15,5.02
F,Ideal,IF,886,Tel Aviv,62.1,0.3,57.0,4.27,4.3,2.66
E,Premium,VS1,1079,Antwerp,60.0,0.41,58.0,4.8,4.83,2.89
D,Very Good,SI2,4060,Madrid,60.0,0.96,60.0,6.43,6.47,3.87
I,Ideal,VS2,16792,Las Vegas,62.7,2.03,57.0,8.02,8.05,5.04
E,Very Good,SI1,631,Madrid,60.8,0.36,59.0,4.56,4.59,2.78
D,Very Good,VS2,4804,Antwerp,60.9,0.9,62.0,6.11,6.18,3.74
E,Ideal,VS2,603,Surat,62.7,0.27,55.0,4.18,4.15,2.61
I,Fair,VS1,3801,Madrid,64.9,1.01,56.0,6.29,6.2,4.07
H,Ideal,VS2,7059,London,62.0,1.14,55.0,6.71,6.72,4.16
E,Very Good,VS1,1246,Madrid,62.2,0.44,58.0,4.8,4.85,3.0
G,Good,VVS2,1750,Antwerp,63.5,0.51,56.0,5.07,5.11,3.23
H,Premium,SI1,10330,Kimberly,62.5,1.52,58.0,7.34,7.28,4.57
G,Ideal,VS1,7688,Antwerp,61.3,1.1,57.0,6.66,6.59,4.06
G,Good,VVS1,849,Las Vegas,57.5,0.31,62.0,4.47,4.54,2.59
D,Ideal,I1,5158,Antwerp,61.3,1.29,56.0,7.05,6.99,4.3
H,Very Good,SI2,3959,Madrid,63.4,1.01,55.0,6.35,6.29,4.01
G,Good,SI2,4158,Madrid,56.7,1.12,62.0,6.91,6.86,3.9
F,Premium,SI2,4586,Amsterdam,62.4,1.03,59.0,6.45,6.38,4.0
D,Premium,VS2,758,Zurich,61.7,0.32,58.0,4.34,4.38,2.69
E,Very Good,VS2,1831,Luxembourg,61.0,0.55,59.0,5.31,5.34,2.25
E,Premium,VS2,928,Paris,62.0,0.33,59.0,4.41,4.39,2.73
E,Ideal,VS2,1815,Zurich,61.9,0.52,56.0,5.16,5.12,3.18
H,Ideal,SI1,6076,Zurich,61.6,1.18,55.5,6.77,6.85,4.19
E,Premium,SI1,5646,Amsterdam,61.0,1.01,59.0,6.44,6.47,3.94
I,Ideal,VVS2,6317,Antwerp,61.6,1.12,54.0,6.72,6.74,4.14
J,Very Good,VS1,5452,Paris,62.6,1.21,57.0,6.71,6.8,4.23
J,Premium,SI1,4460,Paris,62.5,1.18,55.0,6.82,6.74,4.24
F,Ideal,VS1,789,Las Vegas,60.1,0.36,57.0,4.62,4.67,2.79
E,Premium,VS2,1073,New York City,62.3,0.44,59.0,4.91,4.81,3.03
I,Premium,VS1,505,Zurich,61.9,0.32,58.0,4.36,4.4,2.71
J,Good,VS2,3129,Amsterdam,64.3,0.97,58.0,6.25,6.22,4.01
I,Ideal,SI1,505,Madrid,61.3,0.36,55.0,4.6,4.64,2.83
F,Very Good,SI1,1250,Antwerp,59.6,0.53,58.0,5.28,5.33,3.16
I,Premium,VS2,4986,Surat,62.8,1.12,57.0,6.68,6.61,4.17
I,Very Good,VVS2,2532,Surat,61.7,0.72,55.0,5.76,5.81,3.57
F,Very Good,VVS1,939,Surat,61.3,0.34,57.0,4.49,4.52,2.76
D,Ideal,VVS1,3270,Antwerp,61.8,0.56,56.0,5.28,5.31,3.27
E,Very Good,SI2,644,Kimberly,62.1,0.4,60.0,4.65,4.69,2.9
G,Ideal,VS1,14624,Tel Aviv,61.3,1.58,57.0,7.48,7.54,4.6
H,Premium,SI1,573,Zurich,61.1,0.31,55.0,4.39,4.35,2.67
F,Very Good,VVS1,2636,New York City,59.7,0.58,57.0,5.48,5.51,3.28
F,Ideal,I1,3678,Antwerp,61.8,1.1,56.0,6.61,6.65,4.1
G,Good,SI1,4882,Las Vegas,64.4,1.0,54.0,6.29,6.32,4.06
H,Good,SI1,9218,Surat,61.8,1.51,61.0,7.25,7.32,4.5
H,Good,VS2,10478,Paris,63.6,1.5,58.0,7.27,7.22,4.61
H,Ideal,I1,7409,New York City,61.5,1.75,55.0,7.78,7.75,4.78
G,Ideal,VVS2,909,Las Vegas,62.0,0.37,56.0,4.62,4.64,2.87
F,Premium,VS1,1031,Kimberly,61.8,0.42,59.0,4.81,4.83,2.98
J,Ideal,SI1,2366,Dubai,62.3,0.85,55.0,6.1,6.06,3.79
D,Very Good,SI1,552,Surat,62.5,0.3,57.0,4.26,4.28,2.67
D,Ideal,VS1,1882,Antwerp,62.3,0.51,56.0,5.09,5.12,3.18
G,Ideal,SI1,4956,Tel Aviv,62.0,1.0,57.0,6.39,6.32,3.94
E,Ideal,VS2,1816,Kimberly,62.0,0.55,55.0,5.26,5.28,3.27
I,Premium,SI2,3237,Kimberly,62.5,0.95,58.0,6.3,6.24,3.92
D,Very Good,SI1,3166,Amsterdam,60.3,0.77,58.0,5.89,5.96,3.57
D,Good,VS2,6999,Dubai,63.1,1.01,60.0,6.35,6.39,4.02
F,Very Good,VS2,741,Luxembourg,61.3,0.36,59.0,4.55,4.6,2.79
J,Premium,SI1,15323,Antwerp,61.1,2.31,60.0,8.58,8.51,5.22
H,Ideal,SI1,5863,Antwerp,62.8,1.12,55.0,6.66,6.61,4.17
I,Fair,VS2,3597,Luxembourg,68.7,1.01,58.0,6.14,6.0,4.19
G,Good,SI1,3669,Amsterdam,63.8,0.9,59.0,6.08,6.05,3.87
E,Ideal,VS2,789,Surat,60.8,0.36,56.0,4.6,4.64,2.81
J,Premium,VS1,790,Luxembourg,61.0,0.39,62.0,4.71,4.66,2.86
E,Very Good,VS2,4823,Madrid,58.4,0.91,63.0,6.31,6.32,3.69
D,Premium,VS2,15052,London,60.2,1.5,59.0,7.48,7.36,4.47
G,Very Good,SI1,2448,Kimberly,61.7,0.71,59.0,5.72,5.78,3.55
E,Ideal,VS1,852,Madrid,61.8,0.36,56.0,4.56,4.6,2.83
E,Ideal,SI1,2929,Dubai,60.1,0.7,57.0,5.78,5.83,3.49
H,Very Good,VS2,489,Madrid,63.0,0.31,57.0,4.32,4.34,2.73
G,Premium,VS1,13079,Tel Aviv,60.2,1.56,60.0,7.47,7.52,4.51
G,Ideal,IF,853,Surat,60.5,0.31,61.0,4.39,4.4,2.66
D,Very Good,SI1,14561,Dubai,59.2,1.77,61.0,7.86,7.98,4.69
F,Ideal,SI2,4398,Surat,62.4,1.02,57.0,6.43,6.4,4.0
G,Good,SI1,3669,Dubai,63.7,0.9,58.0,6.12,6.09,3.89
H,Premium,SI1,8223,Antwerp,62.2,1.4,58.0,7.16,7.12,4.44
E,Very Good,IF,633,Dubai,61.3,0.25,56.0,4.1,4.13,2.53
F,Premium,VS2,7501,London,62.1,1.08,59.0,6.54,6.59,4.08
F,Very Good,SI1,5077,Paris,60.2,1.02,60.0,6.55,6.61,3.96
G,Ideal,VVS1,8623,New York City,60.1,1.05,57.0,6.58,6.63,3.97
H,Premium,SI1,2331,Surat,59.0,0.7,60.0,5.86,5.81,3.44
E,Very Good,SI2,818,London,63.2,0.41,58.0,4.72,4.68,2.97
G,Very Good,VVS1,921,Luxembourg,59.3,0.35,61.0,4.58,4.62,2.73
D,Good,SI2,622,Amsterdam,63.4,0.4,59.0,4.67,4.7,2.97
D,Ideal,SI1,990,Tel Aviv,61.8,0.4,55.0,4.78,4.74,2.94
I,Ideal,VS2,509,Tel Aviv,61.1,0.35,57.0,4.55,4.58,2.79
E,Ideal,VVS1,1030,Tel Aviv,61.6,0.34,55.0,4.5,4.52,2.78
G,Ideal,VVS1,814,New York City,61.4,0.32,57.0,4.42,4.44,2.72
F,Ideal,SI1,2230,Tel Aviv,61.9,0.7,57.0,5.66,5.75,3.53
F,Very Good,VS2,7293,Antwerp,58.3,1.14,60.0,6.87,6.91,4.02
E,Ideal,VVS2,742,Kimberly,62.0,0.3,56.0,4.3,4.34,2.68
D,Very Good,SI1,5645,London,63.1,1.0,56.0,6.34,6.3,3.99
H,Premium,SI1,5078,New York City,62.6,1.08,58.0,6.53,6.56,4.1
F,Good,SI2,3282,Surat,64.2,0.92,58.0,6.14,6.11,3.93
E,Ideal,SI2,2674,Madrid,60.1,0.72,56.0,5.85,5.83,3.51
G,Ideal,IF,898,Zurich,61.4,0.32,55.0,4.42,4.44,2.72
G,Very Good,VS2,1354,Kimberly,60.3,0.5,58.0,5.15,5.19,3.12
E,Ideal,SI2,4751,Surat,62.2,1.01,54.0,6.43,6.39,3.99
F,Ideal,VS2,828,Antwerp,61.3,0.32,57.0,4.4,4.37,2.69
G,Very Good,SI1,684,Zurich,62.4,0.39,58.0,4.67,4.72,2.93
J,Very Good,SI1,12084,Madrid,62.2,2.01,59.0,7.93,8.01,4.96
D,Ideal,SI2,477,Kimberly,61.7,0.32,55.0,4.38,4.4,2.71
E,Ideal,VVS1,1195,Antwerp,62.1,0.35,57.0,4.52,4.55,2.81
G,Good,SI1,4538,Las Vegas,63.5,1.01,64.0,6.41,6.28,4.03
E,Very Good,VVS2,505,Antwerp,62.6,0.23,59.0,3.93,3.96,2.47
I,Good,VS1,4016,Las Vegas,63.8,1.01,57.0,6.31,6.23,4.0
H,Premium,SI1,876,Amsterdam,61.4,0.41,60.0,4.78,4.73,2.92
I,Very Good,SI1,3407,Kimberly,61.8,0.9,56.0,6.19,6.24,3.84
E,Ideal,VVS2,786,Las Vegas,60.9,0.3,57.0,4.32,4.35,2.64
H,Premium,VVS1,684,New York City,62.3,0.3,58.0,4.29,4.32,2.68
F,Very Good,VS2,7706,Zurich,61.5,1.06,58.0,6.53,6.57,4.03
D,Ideal,VS2,1956,New York City,61.2,0.53,55.0,5.25,5.21,3.2
F,Ideal,SI1,5909,London,60.6,1.07,57.0,6.62,6.67,1.07
F,Premium,VVS2,3018,Paris,62.5,0.7,59.0,5.68,5.61,3.53
G,Good,VS1,17338,Kimberly,58.1,1.69,58.0,7.8,7.84,4.54
H,Ideal,VVS1,730,Las Vegas,62.2,0.32,56.0,4.37,4.38,2.72
D,Ideal,VVS1,1279,Las Vegas,62.8,0.4,57.0,4.65,4.68,2.93
G,Good,SI1,4588,Dubai,63.9,1.01,57.0,6.3,6.37,4.05
D,Ideal,VVS2,814,Tel Aviv,62.4,0.3,54.0,4.3,4.32,2.69
D,Ideal,SI2,4513,Surat,61.4,1.07,56.0,6.55,6.58,4.03
E,Premium,SI2,5751,Tel Aviv,61.5,1.3,59.0,7.05,7.0,4.32
H,Ideal,VS2,539,Madrid,61.1,0.33,56.0,4.5,4.54,2.76
G,Good,VS2,2623,Surat,64.2,0.71,58.0,5.62,5.59,3.6
E,Premium,VS2,6400,Madrid,62.9,1.0,58.0,6.36,6.29,3.98
G,Very Good,SI1,9515,Dubai,62.2,1.5,58.0,7.21,7.28,4.51
F,Good,VS2,5505,Las Vegas,63.4,1.0,56.0,6.27,6.35,4.0
H,Very Good,SI2,10727,New York City,60.8,1.75,60.0,7.72,7.8,4.72
H,Very Good,VS1,12686,Madrid,62.0,1.65,54.0,7.55,7.62,4.7
D,Premium,SI1,12707,Madrid,59.8,1.52,58.0,7.51,7.55,4.5
J,Premium,SI2,13556,Antwerp,62.3,2.17,58.0,8.31,8.26,5.16
E,Very Good,VS1,1053,Madrid,61.8,0.4,56.0,4.74,4.77,2.94
F,Premium,VVS2,8532,Tel Aviv,62.0,1.01,58.0,6.36,6.45,3.97
E,Fair,SI1,11128,Amsterdam,58.2,1.5,66.0,7.45,7.4,4.32
D,Premium,VS2,933,Dubai,60.3,0.36,58.0,4.66,4.63,2.8
G,Very Good,VS1,6152,Antwerp,62.8,1.01,58.0,6.34,6.37,3.99
I,Ideal,VS2,7500,New York City,61.3,1.37,56.0,7.15,7.18,4.39
F,Ideal,VVS1,1021,London,61.8,0.33,57.0,4.46,4.44,2.75
G,Ideal,VVS1,816,Las Vegas,61.7,0.31,57.0,4.34,4.38,2.69
F,Very Good,VS2,14165,Madrid,62.5,1.51,58.0,7.22,7.33,4.55
I,Ideal,SI1,3537,Antwerp,62.0,0.9,56.0,6.16,6.23,3.84
I,Very Good,SI1,6513,New York City,62.6,1.33,56.0,6.97,7.03,4.38
I,Premium,VS2,16768,Kimberly,61.0,2.04,61.0,8.14,8.08,4.95
G,Very Good,VS1,1819,Madrid,60.5,0.56,59.0,5.26,5.31,3.2
F,Premium,VS2,1960,Surat,58.2,0.63,61.0,5.68,5.62,3.29
G,Ideal,VVS2,2895,Surat,62.1,0.7,53.0,5.71,5.75,3.56
G,Ideal,VS2,7923,Las Vegas,62.0,1.22,55.0,6.83,6.91,4.26
D,Ideal,SI1,3075,Dubai,62.8,0.76,57.0,5.81,5.85,3.66
J,Premium,VS1,1035,Paris,62.4,0.5,61.0,4.98,4.96,3.1
G,Ideal,SI2,5385,Zurich,62.2,1.2,56.0,6.74,6.84,4.22
E,Ideal,VS1,2492,Las Vegas,60.3,0.62,57.0,5.52,5.57,3.35
E,Premium,SI1,969,New York City,61.3,0.41,58.0,4.8,4.76,2.93
H,Ideal,VS2,1427,Surat,61.6,0.53,55.0,5.23,5.25,3.23
F,Very Good,VVS1,3536,Kimberly,60.6,0.7,60.0,5.67,5.7,3.45
I,Very Good,SI1,506,Surat,63.3,0.3,59.0,4.25,4.22,2.68
E,Premium,VS2,912,Kimberly,59.3,0.4,59.0,4.77,4.81,2.84
J,Fair,SI1,5488,New York City,66.0,1.3,57.1,6.73,6.82,4.45
F,Fair,VVS2,757,Madrid,56.9,0.31,59.0,4.45,4.48,2.54
H,Ideal,SI1,5189,Antwerp,62.1,1.01,59.0,6.38,6.43,3.98
G,Ideal,VS1,828,Kimberly,62.3,0.32,56.0,4.39,4.37,2.73
D,Very Good,SI1,571,Antwerp,62.9,0.31,57.0,4.27,4.32,2.7
G,Ideal,IF,1052,Zurich,61.3,0.33,57.0,4.46,4.42,2.72
E,Ideal,VS1,487,Zurich,61.4,0.28,56.0,4.2,4.24,2.59
E,Very Good,SI2,3746,Kimberly,63.0,0.93,58.0,6.16,6.18,3.89
D,Good,SI2,3634,Las Vegas,64.0,1.0,59.0,6.29,6.24,4.01
F,Premium,SI1,5557,Amsterdam,61.6,1.05,57.0,6.56,6.53,4.03
E,Good,SI1,6708,Zurich,64.2,1.21,58.0,6.65,6.59,4.25
F,Very Good,SI1,904,Surat,63.1,0.41,59.0,4.75,4.7,2.98
J,Very Good,VS1,3188,Dubai,62.5,0.9,56.0,6.11,6.21,3.85
E,Ideal,SI1,1389,Surat,60.1,0.52,59.0,5.18,5.23,3.13
E,Good,VS1,1776,New York City,63.2,0.53,56.0,5.14,5.18,3.26
E,Very Good,VS2,2638,Antwerp,61.4,0.74,63.0,5.79,5.77,3.55
F,Very Good,VS1,2046,Paris,62.4,0.58,55.0,5.33,5.34,3.33
E,Very Good,VS2,1606,New York City,63.3,0.5,57.0,5.1,5.07,3.22
E,Ideal,VS2,680,Zurich,61.8,0.31,56.0,4.34,4.36,2.69
E,Ideal,VS1,804,Surat,61.4,0.31,56.0,4.38,4.35,2.68
D,Ideal,SI2,574,London,63.0,0.3,55.0,4.26,4.25,2.68
D,Very Good,SI1,1949,Las Vegas,61.3,0.62,58.0,5.47,5.49,3.36
G,Premium,SI1,5006,Antwerp,60.6,1.01,57.0,6.52,6.49,3.94
F,Ideal,SI1,2669,Zurich,60.9,0.71,55.0,5.74,5.88,3.54
H,Very Good,VS1,7445,Las Vegas,62.6,1.21,58.0,6.71,6.75,4.21
D,Ideal,VS2,4029,Madrid,61.2,0.71,55.0,5.74,5.78,3.53
G,Good,VS2,1850,Luxembourg,61.0,0.62,62.0,5.41,5.5,3.33
H,Premium,SI1,4890,Amsterdam,62.6,1.04,59.0,6.43,6.47,4.04
F,Premium,SI1,5249,Las Vegas,62.2,1.01,59.0,6.36,6.41,3.97
G,Ideal,IF,1397,Antwerp,61.4,0.4,55.0,4.79,4.76,2.93
G,Ideal,IF,1289,Luxembourg,62.3,0.42,54.0,4.82,4.85,3.01
I,Very Good,SI2,4080,London,60.7,1.0,59.0,6.4,6.46,3.9
F,Premium,SI1,5561,Madrid,59.6,1.07,58.0,6.68,6.72,3.99
F,Ideal,VS2,8157,Dubai,60.1,1.13,56.0,6.76,6.84,4.09
G,Ideal,VVS1,1958,Amsterdam,62.1,0.53,56.0,5.19,5.21,3.23
H,Ideal,SI1,17383,New York City,60.6,2.01,57.0,8.19,8.09,4.92
G,Ideal,VVS1,11218,Paris,61.7,1.26,56.0,6.96,6.98,4.3
F,Ideal,SI1,2642,Surat,61.9,0.77,57.0,5.88,5.91,3.65
F,Ideal,VS2,7026,Kimberly,62.0,1.02,57.0,6.46,6.44,4.0
J,Good,SI2,11036,Zurich,61.5,2.0,61.0,7.97,8.06,4.93
I,Good,SI2,11313,Paris,57.0,2.08,63.0,8.49,8.45,4.83
E,Ideal,VVS2,2615,Kimberly,61.9,0.57,54.3,5.31,5.33,3.29
J,Ideal,VVS1,704,Kimberly,62.4,0.4,54.0,4.73,4.75,2.96
H,Very Good,VS2,12257,New York City,61.8,1.7,59.0,7.58,7.66,4.71
G,Ideal,VS1,1949,Luxembourg,61.3,0.57,56.0,5.36,5.34,3.28
H,Ideal,SI2,4662,Antwerp,62.0,1.11,54.0,6.64,6.61,4.11
D,Very Good,VS2,871,Zurich,63.8,0.41,56.0,4.69,4.74,3.01
F,Ideal,SI1,2697,Kimberly,62.2,0.7,55.0,5.73,5.68,3.55
F,Ideal,VVS1,1356,Kimberly,61.8,0.41,55.0,4.78,4.76,2.95
J,Ideal,VS1,5324,Surat,62.3,1.21,55.0,6.81,6.86,4.26
H,Very Good,SI2,417,Antwerp,58.6,0.34,62.0,4.6,4.62,2.7
F,Good,VS2,5616,Amsterdam,64.2,1.01,54.0,6.24,6.31,4.03
G,Ideal,VS2,698,Surat,62.0,0.31,57.0,4.37,4.34,2.7
I,Ideal,VS2,952,Kimberly,62.3,0.46,59.0,4.95,4.91,3.07
H,Premium,VVS2,1886,Madrid,62.3,0.59,55.0,5.42,5.33,3.35
F,Very Good,SI1,5256,Antwerp,58.2,1.08,63.0,6.69,6.78,3.92
G,Ideal,IF,801,Amsterdam,62.0,0.31,54.0,4.35,4.39,2.71
E,Premium,SI1,12418,Las Vegas,62.5,1.52,59.0,7.33,7.26,4.56
H,Ideal,VS1,1577,Amsterdam,62.4,0.52,55.0,5.19,5.17,3.23
H,Premium,SI1,9527,New York City,61.0,1.52,58.0,7.39,7.44,4.52
H,Very Good,VVS1,651,Madrid,61.9,0.31,57.0,4.33,4.36,2.69
F,Ideal,VS1,891,Luxembourg,60.9,0.38,55.0,4.69,4.73,2.87
I,Very Good,SI2,10009,Surat,61.4,2.01,63.0,8.19,7.96,4.96
F,Ideal,VVS1,895,Amsterdam,61.9,0.32,56.0,4.41,4.44,2.74
G,Good,SI1,3816,Dubai,64.1,0.9,59.4,6.04,6.08,3.88
I,Premium,SI2,7631,Surat,61.2,1.54,58.0,7.51,7.43,4.57
F,Ideal,VS2,605,Dubai,61.4,0.3,57.0,4.34,4.36,2.67
D,Ideal,VVS2,11015,Kimberly,61.5,1.01,57.0,6.43,6.48,3.97
G,Good,VS2,4309,Kimberly,63.7,0.9,60.0,6.02,5.98,3.82
D,Premium,SI1,520,Tel Aviv,62.5,0.3,59.0,4.26,4.22,2.65
E,Very Good,VVS1,646,Tel Aviv,61.1,0.28,60.0,4.17,4.21,2.56
E,Premium,VS1,1125,Surat,62.4,0.4,54.0,4.75,4.71,2.95
G,Ideal,VS1,1721,Surat,61.8,0.53,55.0,5.17,5.22,3.21
H,Very Good,SI1,17811,Antwerp,62.5,2.05,57.0,8.09,8.07,5.05
E,Very Good,VS1,3607,Paris,63.0,0.73,60.0,5.68,5.72,3.59
J,Very Good,SI1,1913,New York City,62.2,0.74,59.0,5.74,5.81,3.59
D,Ideal,SI1,1904,Surat,61.4,0.61,56.0,5.46,5.48,3.36
G,Premium,SI1,2246,Antwerp,60.6,0.72,62.0,5.81,5.77,3.51
E,Good,VS1,3146,Madrid,63.7,0.73,59.0,5.67,5.69,3.62
E,Ideal,SI1,698,Dubai,63.0,0.31,57.0,4.32,4.29,2.71
I,Ideal,IF,2925,Amsterdam,61.5,0.71,56.0,5.74,5.77,3.54
I,Good,SI1,1089,Paris,57.7,0.55,61.0,5.37,5.34,3.09
H,Ideal,SI2,14167,New York City,61.9,2.01,57.0,8.09,8.06,5.0
H,Premium,SI2,3830,Surat,60.9,1.2,60.0,6.91,6.81,4.18
H,Premium,SI2,13369,Antwerp,62.9,2.21,60.0,8.27,8.23,5.19
F,Good,SI2,4025,Tel Aviv,64.0,1.13,58.0,6.58,6.52,4.19
H,Good,VVS2,776,Las Vegas,63.6,0.3,55.0,4.28,4.24,2.71
G,Good,SI2,3014,London,63.7,0.9,62.0,6.07,6.01,3.85
E,Very Good,VS2,1194,London,62.1,0.46,57.0,4.89,4.93,3.05
G,Fair,SI1,3700,Dubai,66.1,1.0,62.0,6.1,6.03,4.01
I,Very Good,VS2,6961,Surat,62.1,1.35,62.0,6.97,7.05,4.35
E,Ideal,VVS1,1778,Dubai,61.3,0.4,56.0,4.75,4.78,2.92
H,Ideal,SI2,1035,Dubai,61.5,0.52,56.0,5.17,5.21,3.19
E,Premium,VS1,734,Tel Aviv,61.9,0.31,58.0,4.31,4.32,2.67
G,Ideal,VS2,8705,Kimberly,62.8,1.27,54.0,6.92,6.87,4.33
G,Ideal,VVS2,1974,Paris,61.1,0.51,56.0,5.19,5.15,3.16
D,Very Good,SI1,720,New York City,63.0,0.4,57.0,4.66,4.7,2.95
F,Very Good,VVS1,912,Madrid,62.0,0.33,56.0,4.43,4.46,2.75
F,Ideal,VS1,2366,Tel Aviv,62.3,0.61,55.0,5.46,5.49,3.41
I,Ideal,SI1,2383,Zurich,61.5,0.75,58.0,5.82,5.86,3.59
G,Very Good,VS1,1689,Surat,62.4,0.52,60.0,5.11,5.12,3.19
G,Ideal,VVS1,1076,Surat,62.2,0.41,54.0,4.79,4.82,2.99
D,Ideal,SI1,1992,Surat,62.0,0.63,56.0,5.55,5.48,3.42
G,Fair,VS1,2384,Madrid,65.6,0.7,60.0,5.57,5.5,3.63
J,Ideal,VS1,429,Antwerp,61.7,0.31,55.1,4.36,4.39,2.7
E,Premium,SI2,4478,Zurich,61.7,0.98,61.0,6.38,6.34,3.93
D,Premium,VS2,1063,London,60.4,0.35,58.0,4.58,4.53,2.75
